ICDCMCode,DiagnosisDesc,TotalDiag
S52.123A,"DISP FX OF HEAD OF UNSP RADIUS, INIT FOR CLOS FX",66
S52.123B,"DISP FX OF HEAD OF UNSP RADIUS, INIT FOR OPN FX TYPE I/2",1
S52.123D,"DISP FX OF HEAD OF UNSP RAD, SUBS FOR CLOS FX W ROUTN HEAL",6
S52.124A,"NONDISP FX OF HEAD OF RIGHT RADIUS, INIT FOR CLOS FX",1722
S52.124B,"NONDISP FX OF HEAD OF RIGHT RADIUS, INIT FOR OPN FX TYPE I/2",2
S52.124D,"NONDISP FX OF HEAD OF R RAD, SUBS FOR CLOS FX W ROUTN HEAL",59
S52.124G,"NONDISP FX OF HEAD OF R RAD, SUBS FOR CLOS FX W DELAY HEAL",6
S52.124K,"NONDISP FX OF HEAD OF R RADIUS, SUBS FOR CLOS FX W NONUNION",2
S52.124S,"NONDISPLACED FRACTURE OF HEAD OF RIGHT RADIUS, SEQUELA",2
S52.125A,"NONDISP FX OF HEAD OF LEFT RADIUS, INIT FOR CLOS FX",1905
S52.125B,"NONDISP FX OF HEAD OF LEFT RADIUS, INIT FOR OPN FX TYPE I/2",3
S52.125D,"NONDISP FX OF HEAD OF L RAD, SUBS FOR CLOS FX W ROUTN HEAL",52
S52.125G,"NONDISP FX OF HEAD OF L RAD, SUBS FOR CLOS FX W DELAY HEAL",2
S52.125K,"NONDISP FX OF HEAD OF LEFT RAD, SUBS FOR CLOS FX W NONUNION",1
S52.125S,"NONDISPLACED FRACTURE OF HEAD OF LEFT RADIUS, SEQUELA",4
S52.126A,"NONDISP FX OF HEAD OF UNSP RADIUS, INIT FOR CLOS FX",7
S52.131A,"DISP FX OF NECK OF RIGHT RADIUS, INIT FOR CLOS FX",401
S52.131D,"DISP FX OF NECK OF R RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",10
S52.131G,"DISP FX OF NECK OF R RADIUS, SUBS FOR CLOS FX W DELAY HEAL",1
S52.131K,"DISP FX OF NECK OF RIGHT RADIUS, SUBS FOR CLOS FX W NONUNION",1
S52.131P,"DISP FX OF NECK OF RIGHT RADIUS, SUBS FOR CLOS FX W MALUNION",2
S52.131S,"DISPLACED FRACTURE OF NECK OF RIGHT RADIUS, SEQUELA",1
S52.132A,"DISP FX OF NECK OF LEFT RADIUS, INIT FOR CLOS FX",459
S52.132D,"DISP FX OF NECK OF LEFT RAD, SUBS FOR CLOS FX W ROUTN HEAL",23
S52.132S,"DISPLACED FRACTURE OF NECK OF LEFT RADIUS, SEQUELA",1
S52.133A,"DISP FX OF NECK OF UNSP RADIUS, INIT FOR CLOS FX",15
S52.133D,"DISP FX OF NECK OF UNSP RAD, SUBS FOR CLOS FX W ROUTN HEAL",1
S52.134A,"NONDISP FX OF NECK OF RIGHT RADIUS, INIT FOR CLOS FX",415
S52.134D,"NONDISP FX OF NECK OF R RAD, SUBS FOR CLOS FX W ROUTN HEAL",10
S52.134G,"NONDISP FX OF NECK OF R RAD, SUBS FOR CLOS FX W DELAY HEAL",2
S52.134S,"NONDISPLACED FRACTURE OF NECK OF RIGHT RADIUS, SEQUELA",1
S52.135A,"NONDISP FX OF NECK OF LEFT RADIUS, INIT FOR CLOS FX",442
S52.135D,"NONDISP FX OF NECK OF L RAD, SUBS FOR CLOS FX W ROUTN HEAL",19
S52.135G,"NONDISP FX OF NECK OF L RAD, SUBS FOR CLOS FX W DELAY HEAL",1
S52.136A,"NONDISP FX OF NECK OF UNSP RADIUS, INIT FOR CLOS FX",2
S52.181A,"OTH FRACTURE OF UPPER END OF RIGHT RADIUS, INIT FOR CLOS FX",81
S52.181B,"OTH FX UPPER END OF R RADIUS, INIT FOR OPN FX TYPE I/2",3
S52.181D,"OTH FX UPPER END OF R RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",3
S52.182A,"OTH FRACTURE OF UPPER END OF LEFT RADIUS, INIT FOR CLOS FX",89
S52.182B,"OTH FX UPPER END OF LEFT RADIUS, INIT FOR OPN FX TYPE I/2",1
S52.182D,"OTH FX UPPER END LEFT RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",4
S52.182S,"OTHER FRACTURE OF UPPER END OF LEFT RADIUS, SEQUELA",1
S52.201A,"UNSP FRACTURE OF SHAFT OF RIGHT ULNA, INIT FOR CLOS FX",1465
S52.201B,"UNSP FX SHAFT OF RIGHT ULNA, INIT FOR OPN FX TYPE I/2",53
S52.201D,"UNSP FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",102
S52.201E,"UNSP FX SHAFT OF R ULNA, 7THE",2
S52.201G,"UNSP FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W DELAY HEAL",2
S52.201H,"UNSP FX SHAFT OF R ULNA, 7THH",1
S52.201K,"UNSP FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W NONUNION",7
S52.201P,"UNSP FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W MALUNION",5
S52.201S,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT ULNA, SEQUELA",3
S52.202A,"UNSP FRACTURE OF SHAFT OF LEFT ULNA, INIT FOR CLOS FX",2016
S52.202B,"UNSP FX SHAFT OF LEFT ULNA, INIT FOR OPN FX TYPE I/2",45
S52.202C,"UNSP FX SHAFT OF LEFT ULNA, INIT FOR OPN FX TYPE 3A/B/C",2
S52.202D,"UNSP FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",163
S52.202E,"UNSP FX SHAFT OF L ULNA, 7THE",1
S52.202G,"UNSP FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W DELAY HEAL",10
S52.202K,"UNSP FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W NONUNION",9
S52.202P,"UNSP FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W MALUNION",3
S52.202S,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT ULNA, SEQUELA",6
S52.209A,"UNSP FRACTURE OF SHAFT OF UNSP ULNA, INIT FOR CLOS FX",53
S52.209D,"UNSP FX SHAFT OF UNSP ULNA, SUBS FOR CLOS FX W ROUTN HEAL",3
S52.209S,"UNSPECIFIED FRACTURE OF SHAFT OF UNSPECIFIED ULNA, SEQUELA",1
S52.211A,"GREENSTICK FRACTURE OF SHAFT OF RIGHT ULNA, INIT FOR CLOS FX",139
S52.211D,"GREENSTICK FX SHAFT OF RIGHT ULNA, SUBS FOR FX W ROUTN HEAL",5
S52.211K,"GREENSTICK FX SHAFT OF RIGHT ULNA, SUBS FOR FX W NONUNION",1
S52.211P,"GREENSTICK FX SHAFT OF RIGHT ULNA, SUBS FOR FX W MALUNION",1
S52.212A,"GREENSTICK FRACTURE OF SHAFT OF LEFT ULNA, INIT FOR CLOS FX",176
S52.212D,"GREENSTICK FX SHAFT OF LEFT ULNA, SUBS FOR FX W ROUTN HEAL",6
S52.219A,"GREENSTICK FRACTURE OF SHAFT OF UNSP ULNA, INIT FOR CLOS FX",2
S52.221A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT ULNA, INIT",151
S52.221B,"DISPL TRANSVERSE FX SHAFT OF R ULNA, 7THB",6
S52.221D,"DISPL TRANSVERSE FX SHAFT OF R ULNA, 7THD",9
S52.222A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF LEFT ULNA, INIT",282
S52.222B,"DISPL TRANSVERSE FX SHAFT OF L ULNA, 7THB",9
S52.222D,"DISPL TRANSVERSE FX SHAFT OF L ULNA, 7THD",11
S52.222S,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF LEFT ULNA, SEQUELA",1
S52.223A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF UNSP ULNA, INIT",1
S52.224A,"NONDISP TRANSVERSE FRACTURE OF SHAFT OF RIGHT ULNA, INIT",61
S52.224D,"NONDISP TRANSVERSE FX SHAFT OF R ULNA, 7THD",1
S52.225A,"NONDISPLACED TRANSVERSE FRACTURE OF SHAFT OF LEFT ULNA, INIT",88
S52.225B,"NONDISP TRANSVERSE FX SHAFT OF L ULNA, 7THB",2
S52.225D,"NONDISP TRANSVERSE FX SHAFT OF L ULNA, 7THD",5
S52.231A,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT ULNA, INIT",66
S52.231B,"DISPL OBLIQUE FX SHAFT OF R ULNA, INIT FOR OPN FX TYPE I/2",5
S52.231D,"DISPL OBLIQUE FX SHAFT OF R ULNA, 7THD",1
S52.231K,"DISPL OBLIQUE FX SHAFT OF R ULNA, 7THK",1
S52.232A,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT ULNA, INIT",66
S52.232B,"DISPL OBLIQUE FX SHAFT OF L ULNA, INIT FOR OPN FX TYPE I/2",3
S52.232D,"DISPL OBLIQUE FX SHAFT OF L ULNA, 7THD",3
S52.233A,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF UNSP ULNA, INIT",1
S52.234A,"NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT ULNA, INIT",22
S52.234B,"NONDISP OBLIQUE FX SHAFT OF R ULNA, INIT FOR OPN FX TYPE I/2",2
S52.234D,"NONDISP OBLIQUE FX SHAFT OF R ULNA, 7THD",4
S52.235A,"NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT ULNA, INIT",24
S52.241A,"DISPLACED SPIRAL FRACTURE OF SHAFT OF ULNA, RIGHT ARM, INIT",7
S52.241B,"DISPL SPIRAL FX SHAFT OF ULNA, R ARM, 7THB",1
S52.242A,"DISPLACED SPIRAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, INIT",9
S52.244A,"NONDISP SPIRAL FRACTURE OF SHAFT OF ULNA, RIGHT ARM, INIT",7
S52.245A,"NONDISP SPIRAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, INIT",2
S52.251A,"DISPLACED COMMINUTED FX SHAFT OF ULNA, RIGHT ARM, INIT",137
S52.251B,"DISPL COMMNT FX SHAFT OF ULNA, R ARM, 7THB",14
S52.251D,"DISPL COMMNT FX SHAFT OF ULNA, R ARM, 7THD",7
S52.251G,"DISPL COMMNT FX SHAFT OF ULNA, R ARM, 7THG",1
S52.251K,"DISPL COMMNT FX SHAFT OF ULNA, R ARM, 7THK",2
S52.252A,"DISPLACED COMMINUTED FX SHAFT OF ULNA, LEFT ARM, INIT",184
S52.252B,"DISPL COMMNT FX SHAFT OF ULNA, L ARM, 7THB",11
S52.252D,"DISPL COMMNT FX SHAFT OF ULNA, L ARM, 7THD",9
S52.252E,"DISPL COMMNT FX SHAFT OF ULNA, L ARM, 7THE",2
S52.252K,"DISPL COMMNT FX SHAFT OF ULNA, L ARM, 7THK",1
S52.252P,"DISPL COMMNT FX SHAFT OF ULNA, L ARM, 7THP",1
S52.252S,"DISPLACED COMMINUTED FX SHAFT OF ULNA, LEFT ARM, SEQUELA",1
S52.253A,"DISPLACED COMMINUTED FX SHAFT OF ULNA, UNSP ARM, INIT",1
S52.254A,"NONDISP COMMINUTED FX SHAFT OF ULNA, RIGHT ARM, INIT",24
S52.254H,"NONDISP COMMNT FX SHAFT OF ULNA, R ARM, 7THH",1
S52.255A,"NONDISP COMMINUTED FRACTURE OF SHAFT OF ULNA, LEFT ARM, INIT",35
S52.255D,"NONDISP COMMNT FX SHAFT OF ULNA, L ARM, 7THD",1
S52.255E,"NONDISP COMMNT FX SHAFT OF ULNA, L ARM, 7THE",1
S52.255G,"NONDISP COMMNT FX SHAFT OF ULNA, L ARM, 7THG",1
S52.255S,"NONDISP COMMINUTED FX SHAFT OF ULNA, LEFT ARM, SEQUELA",1
S52.261A,"DISPLACED SEGMENTAL FX SHAFT OF ULNA, RIGHT ARM, INIT",3
S52.261B,"DISPL SEG FX SHAFT OF ULNA, R ARM, INIT FOR OPN FX TYPE I/2",1
S52.262A,"DISPLACED SEGMENTAL FX SHAFT OF ULNA, LEFT ARM, INIT",1
S52.262D,"DISPL SEG FX SHAFT OF ULNA, L ARM, 7THD",1
S52.265A,"NONDISP SEGMENTAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, INIT",3
S52.271A,"MONTEGGIA'S FRACTURE OF RIGHT ULNA, INIT FOR CLOS FX",64
S52.271B,"MONTEGGIA'S FRACTURE OF RIGHT ULNA, INIT FOR OPN FX TYPE I/2",4
S52.271D,"MONTEGGIA'S FX RIGHT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",3
S52.271P,"MONTEGGIA'S FX RIGHT ULNA, SUBS FOR CLOS FX W MALUNION",1
S52.271S,"MONTEGGIA'S FRACTURE OF RIGHT ULNA, SEQUELA",2
S52.272A,"MONTEGGIA'S FRACTURE OF LEFT ULNA, INIT FOR CLOS FX",87
S52.272D,"MONTEGGIA'S FX LEFT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",3
S52.272G,"MONTEGGIA'S FX LEFT ULNA, SUBS FOR CLOS FX W DELAY HEAL",1
S52.272S,"MONTEGGIA'S FRACTURE OF LEFT ULNA, SEQUELA",1
S52.279A,"MONTEGGIA'S FRACTURE OF UNSP ULNA, INIT FOR CLOS FX",2
S52.281A,"BENT BONE OF RIGHT ULNA, INIT ENCNTR FOR CLOSED FRACTURE",10
S52.282A,"BENT BONE OF LEFT ULNA, INIT ENCNTR FOR CLOSED FRACTURE",17
S52.291A,"OTH FRACTURE OF SHAFT OF RIGHT ULNA, INIT FOR CLOS FX",190
S52.291B,"OTH FX SHAFT OF RIGHT ULNA, INIT FOR OPN FX TYPE I/2",5
S52.291D,"OTH FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",5
S52.291K,"OTH FX SHAFT OF RIGHT ULNA, SUBS FOR CLOS FX W NONUNION",2
S52.292A,"OTH FRACTURE OF SHAFT OF LEFT ULNA, INIT FOR CLOS FX",244
S52.292B,"OTH FRACTURE OF SHAFT OF LEFT ULNA, INIT FOR OPN FX TYPE I/2",5
S52.292D,"OTH FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W ROUTN HEAL",7
S52.292G,"OTH FX SHAFT OF LEFT ULNA, SUBS FOR CLOS FX W DELAY HEAL",2
S52.301A,"UNSP FRACTURE OF SHAFT OF RIGHT RADIUS, INIT FOR CLOS FX",1035
S52.301B,"UNSP FRACTURE OF SHAFT OF R RADIUS, INIT FOR OPN FX TYPE I/2",26
S52.301C,"UNSP FX SHAFT OF R RADIUS, INIT FOR OPN FX TYPE 3A/B/C",1
S52.301D,"UNSP FX SHAFT OF R RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",62
S52.301E,"UNSP FX SHAFT OF R RAD, 7THE",3
S52.301G,"UNSP FX SHAFT OF R RADIUS, SUBS FOR CLOS FX W DELAY HEAL",1
S52.301K,"UNSP FX SHAFT OF R RADIUS, SUBS FOR CLOS FX W NONUNION",3
S52.301S,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT RADIUS, SEQUELA",3
S52.302A,"UNSP FRACTURE OF SHAFT OF LEFT RADIUS, INIT FOR CLOS FX",1305
S52.302B,"UNSP FX SHAFT OF LEFT RADIUS, INIT FOR OPN FX TYPE I/2",31
S52.302C,"UNSP FX SHAFT OF LEFT RADIUS, INIT FOR OPN FX TYPE 3A/B/C",1
S52.302D,"UNSP FX SHAFT OF LEFT RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",58
S52.302E,"UNSP FX SHAFT OF L RAD, 7THE",3
S52.302K,"UNSP FX SHAFT OF LEFT RADIUS, SUBS FOR CLOS FX W NONUNION",2
S52.302P,"UNSP FX SHAFT OF LEFT RADIUS, SUBS FOR CLOS FX W MALUNION",2
S52.302S,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT RADIUS, SEQUELA",2
S52.309A,"UNSP FRACTURE OF SHAFT OF UNSP RADIUS, INIT FOR CLOS FX",24
S52.309D,"UNSP FX SHAFT OF UNSP RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",4
S52.311A,"GREENSTICK FRACTURE OF SHAFT OF RADIUS, RIGHT ARM, INIT",155
S52.311D,"GREENSTICK FX SHAFT OF RAD, R ARM, SUBS FOR FX W ROUTN HEAL",3
S52.312A,"GREENSTICK FRACTURE OF SHAFT OF RADIUS, LEFT ARM, INIT",202
S52.312D,"GREENSTICK FX SHAFT OF RAD, L ARM, SUBS FOR FX W ROUTN HEAL",5
S52.319A,"GREENSTICK FRACTURE OF SHAFT OF RADIUS, UNSP ARM, INIT",2
S52.319D,"GREENSTICK FX SHAFT OF RAD, UNSP ARM, 7THD",1
S52.321A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT RADIUS, INIT",266
S52.321B,"DISPL TRANSVERSE FX SHAFT OF R RAD, INIT FOR OPN FX TYPE I/2",9
S52.321C,"DISPL TRANSVERSE FX SHAFT OF R RAD, 7THC",1
S52.321D,"DISPL TRANSVERSE FX SHAFT OF R RAD, 7THD",2
S52.322A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF LEFT RADIUS, INIT",441
S52.322B,"DISPL TRANSVERSE FX SHAFT OF L RAD, INIT FOR OPN FX TYPE I/2",10
S52.322D,"DISPL TRANSVERSE FX SHAFT OF L RAD, 7THD",9
S52.322E,"DISPL TRANSVERSE FX SHAFT OF L RAD, 7THE",1
S52.322K,"DISPL TRANSVERSE FX SHAFT OF L RAD, 7THK",1
S52.323A,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF UNSP RADIUS, INIT",1
S52.323B,"DISPL TRANSVERSE FX SHAFT OF UNSP RAD, 7THB",1
S52.324A,"NONDISP TRANSVERSE FRACTURE OF SHAFT OF RIGHT RADIUS, INIT",82
S52.324D,"NONDISP TRANSVERSE FX SHAFT OF R RAD, 7THD",3
S52.325A,"NONDISP TRANSVERSE FRACTURE OF SHAFT OF LEFT RADIUS, INIT",85
S52.325B,"NONDISP TRANSVERSE FX SHAFT OF L RAD, 7THB",1
S52.325D,"NONDISP TRANSVERSE FX SHAFT OF L RAD, 7THD",3
S52.326A,"NONDISP TRANSVERSE FRACTURE OF SHAFT OF UNSP RADIUS, INIT",1
S52.331A,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT RADIUS, INIT",48
S52.331B,"DISPL OBLIQUE FX SHAFT OF R RADIUS, INIT FOR OPN FX TYPE I/2",6
S52.331D,"DISPL OBLIQUE FX SHAFT OF R RAD, 7THD",3
S52.331K,"DISPL OBLIQUE FX SHAFT OF R RAD, SUBS FOR CLOS FX W NONUNION",1
S52.332A,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT RADIUS, INIT",62
S52.332B,"DISPL OBLIQUE FX SHAFT OF LEFT RAD, INIT FOR OPN FX TYPE I/2",1
S52.334A,"NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT RADIUS, INIT",5
S52.334B,"NONDISP OBLIQUE FX SHAFT OF R RAD, INIT FOR OPN FX TYPE I/2",1
S52.334D,"NONDISP OBLIQUE FX SHAFT OF R RAD, 7THD",1
S52.335A,"NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT RADIUS, INIT",17
S52.335B,"NONDISP OBLIQUE FX SHAFT OF L RAD, INIT FOR OPN FX TYPE I/2",1
S52.335C,"NONDISP OBLIQUE FX SHAFT OF L RAD, 7THC",1
S52.341A,"DISPLACED SPIRAL FX SHAFT OF RADIUS, RIGHT ARM, INIT",6
S52.342A,"DISPLACED SPIRAL FRACTURE OF SHAFT OF RADIUS, LEFT ARM, INIT",8
S52.344A,"NONDISP SPIRAL FRACTURE OF SHAFT OF RADIUS, RIGHT ARM, INIT",1
S52.345A,"NONDISP SPIRAL FRACTURE OF SHAFT OF RADIUS, LEFT ARM, INIT",2
S52.351A,"DISPLACED COMMINUTED FX SHAFT OF RADIUS, RIGHT ARM, INIT",270
S52.351B,"DISPL COMMNT FX SHAFT OF RAD, R ARM, 7THB",10
S52.351D,"DISPL COMMNT FX SHAFT OF RAD, R ARM, 7THD",5
S52.351G,"DISPL COMMNT FX SHAFT OF RAD, R ARM, 7THG",2
S52.352A,"DISPLACED COMMINUTED FX SHAFT OF RADIUS, LEFT ARM, INIT",387
S52.352B,"DISPL COMMNT FX SHAFT OF RAD, L ARM, 7THB",16
S52.352D,"DISPL COMMNT FX SHAFT OF RAD, L ARM, 7THD",13
S52.352E,"DISPL COMMNT FX SHAFT OF RAD, L ARM, 7THE",1
S52.352K,"DISPL COMMNT FX SHAFT OF RAD, L ARM, 7THK",1
S52.352P,"DISPL COMMNT FX SHAFT OF RAD, L ARM, 7THP",1
S52.352S,"DISPLACED COMMINUTED FX SHAFT OF RADIUS, LEFT ARM, SEQUELA",1
S52.353A,"DISPLACED COMMINUTED FX SHAFT OF RADIUS, UNSP ARM, INIT",15
S52.353B,"DISPL COMMNT FX SHAFT OF RAD, UNSP ARM, 7THB",1
S52.353D,"DISPL COMMNT FX SHAFT OF RAD, UNSP ARM, 7THD",3
S52.353K,"DISPL COMMNT FX SHAFT OF RAD, UNSP ARM, 7THK",1
S52.354A,"NONDISP COMMINUTED FX SHAFT OF RADIUS, RIGHT ARM, INIT",20
S52.354D,"NONDISP COMMNT FX SHAFT OF RAD, R ARM, 7THD",1
S52.355A,"NONDISP COMMINUTED FX SHAFT OF RADIUS, LEFT ARM, INIT",20
S52.355C,"NONDISP COMMNT FX SHAFT OF RAD, L ARM, 7THC",1
S52.356A,"NONDISP COMMINUTED FX SHAFT OF RADIUS, UNSP ARM, INIT",2
S52.361A,"DISPLACED SEGMENTAL FX SHAFT OF RADIUS, RIGHT ARM, INIT",4
S52.361B,"DISPL SEG FX SHAFT OF RAD, R ARM, INIT FOR OPN FX TYPE I/2",1
S52.362A,"DISPLACED SEGMENTAL FX SHAFT OF RADIUS, LEFT ARM, INIT",4
S52.362D,"DISPL SEG FX SHAFT OF RAD, L ARM, 7THD",1
S52.362G,"DISPL SEG FX SHAFT OF RAD, L ARM, 7THG",1
S52.364A,"NONDISP SEGMENTAL FX SHAFT OF RADIUS, RIGHT ARM, INIT",1
S52.365A,"NONDISP SEGMENTAL FX SHAFT OF RADIUS, LEFT ARM, INIT",2
S52.371A,"GALEAZZI'S FRACTURE OF RIGHT RADIUS, INIT FOR CLOS FX",51
S52.371D,"GALEAZZI'S FX R RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",9
S52.371G,"GALEAZZI'S FX R RADIUS, SUBS FOR CLOS FX W DELAY HEAL",1
S52.372A,"GALEAZZI'S FRACTURE OF LEFT RADIUS, INIT FOR CLOS FX",61
S52.372D,"GALEAZZI'S FX LEFT RADIUS, SUBS FOR CLOS FX W ROUTN HEAL",2
S52.372P,"GALEAZZI'S FX LEFT RADIUS, SUBS FOR CLOS FX W MALUNION",1
S52.381A,"BENT BONE OF RIGHT RADIUS, INIT ENCNTR FOR CLOSED FRACTURE",20
S52.382A,"BENT BONE OF LEFT RADIUS, INIT ENCNTR FOR CLOSED FRACTURE",24
S52.391A,"OTH FRACTURE OF SHAFT OF RADIUS, RIGHT ARM, INIT FOR CLOS FX",223
S52.391B,"OTH FX SHAFT OF RADIUS, RIGHT ARM, INIT FOR OPN FX TYPE I/2",4
S52.391D,"OTH FX SHAFT OF RAD, R ARM, SUBS FOR CLOS FX W ROUTN HEAL",4
S52.391G,"OTH FX SHAFT OF RAD, R ARM, SUBS FOR CLOS FX W DELAY HEAL",1
S52.391K,"OTH FX SHAFT OF RAD, RIGHT ARM, SUBS FOR CLOS FX W NONUNION",2
S52.392A,"OTH FRACTURE OF SHAFT OF RADIUS, LEFT ARM, INIT FOR CLOS FX",286
S52.392B,"OTH FX SHAFT OF RADIUS, LEFT ARM, INIT FOR OPN FX TYPE I/2",3
S52.392D,"OTH FX SHAFT OF RAD, LEFT ARM, SUBS FOR CLOS FX W ROUTN HEAL",6
S52.392K,"OTH FX SHAFT OF RAD, LEFT ARM, SUBS FOR CLOS FX W NONUNION",1
S52.392S,"OTHER FRACTURE OF SHAFT OF RADIUS, LEFT ARM, SEQUELA",1
S52.399A,"OTH FRACTURE OF SHAFT OF RADIUS, UNSP ARM, INIT FOR CLOS FX",11
S52.501A,"UNSP FRACTURE OF THE LOWER END OF RIGHT RADIUS, INIT",10816
S52.501B,"UNSP FX THE LOWER END OF R RADIUS, INIT FOR OPN FX TYPE I/2",63
S52.501C,"UNSP FX THE LOWER END R RADIUS, INIT FOR OPN FX TYPE 3A/B/C",1
S52.501D,"UNSP FX THE LOWER END R RAD, SUBS FOR CLOS FX W ROUTN HEAL",754
S52.501E,"UNSP FX THE LOW END R RAD, 7THE",4
S52.501G,"UNSP FX THE LOWER END R RAD, SUBS FOR CLOS FX W DELAY HEAL",27
S52.501H,"UNSP FX THE LOW END R RAD, 7THH",1
S52.501K,"UNSP FX THE LOWER END R RADIUS, SUBS FOR CLOS FX W NONUNION",8
S52.501P,"UNSP FX THE LOWER END R RADIUS, SUBS FOR CLOS FX W MALUNION",13
S52.501S,"UNSP FRACTURE OF THE LOWER END OF RIGHT RADIUS, SEQUELA",23
S52.502A,"UNSP FRACTURE OF THE LOWER END OF LEFT RADIUS, INIT",13220
S52.502B,"UNSP FX THE LOWER END LEFT RADIUS, INIT FOR OPN FX TYPE I/2",110
S52.502C,"UNSP FX THE LOWER END LEFT RAD, INIT FOR OPN FX TYPE 3A/B/C",3
S52.502D,"UNSP FX THE LOW END LEFT RAD, SUBS FOR CLOS FX W ROUTN HEAL",825
S52.502E,"UNSP FX THE LOW END L RAD, 7THE",4
S52.502G,"UNSP FX THE LOW END LEFT RAD, SUBS FOR CLOS FX W DELAY HEAL",37
S52.502H,"UNSP FX THE LOW END L RAD, 7THH",1
S52.502K,"UNSP FX THE LOWER END LEFT RAD, SUBS FOR CLOS FX W NONUNION",4
S52.502M,"UNSP FX THE LOW END L RAD, 7THM",1
S52.502P,"UNSP FX THE LOWER END LEFT RAD, SUBS FOR CLOS FX W MALUNION",22
S52.502S,"UNSP FRACTURE OF THE LOWER END OF LEFT RADIUS, SEQUELA",25
S52.509A,"UNSP FRACTURE OF THE LOWER END OF UNSP RADIUS, INIT",108
S52.509B,"UNSP FX THE LOWER END UNSP RADIUS, INIT FOR OPN FX TYPE I/2",4
S52.509D,"UNSP FX THE LOW END UNSP RAD, SUBS FOR CLOS FX W ROUTN HEAL",7
S52.511A,"DISP FX OF RIGHT RADIAL STYLOID PROCESS, INIT FOR CLOS FX",469
S52.511B,"DISP FX OF R RADIAL STYLOID PRO, INIT FOR OPN FX TYPE I/2",3
S52.511D,"DISP FX OF R RADIAL STYLOID PRO, 7THD",19
S52.511S,"DISPLACED FRACTURE OF RIGHT RADIAL STYLOID PROCESS, SEQUELA",1
S52.512A,"DISP FX OF LEFT RADIAL STYLOID PROCESS, INIT FOR CLOS FX",518
S52.512B,"DISP FX OF LEFT RADIAL STYLOID PRO, INIT FOR OPN FX TYPE I/2",7
S52.512D,"DISP FX OF L RADIAL STYLOID PRO, 7THD",20
S52.512E,"DISP FX OF L RADIAL STYLOID PRO, 7THE",1
S52.512K,"DISP FX OF L RADIAL STYLOID PRO, SUBS FOR CLOS FX W NONUNION",1
S52.512P,"DISP FX OF L RADIAL STYLOID PRO, SUBS FOR CLOS FX W MALUNION",1
S52.512S,"DISPLACED FRACTURE OF LEFT RADIAL STYLOID PROCESS, SEQUELA",2
S52.513A,"DISP FX OF UNSP RADIAL STYLOID PROCESS, INIT FOR CLOS FX",5
S52.514A,"NONDISP FX OF RIGHT RADIAL STYLOID PROCESS, INIT FOR CLOS FX",364
S52.514B,"NONDISP FX OF R RADIAL STYLOID PRO, INIT FOR OPN FX TYPE I/2",1
S52.514D,"NONDISP FX OF R RADIAL STYLOID PRO, 7THD",15
S52.514K,"NONDISP FX OF R RADIAL STYLOID PRO, 7THK",1
