ICDCMCode,ExtCauseDesc,TotalEcm
W30.81XA,"CONTACT W AGRI TRANSPORT VEHICLE IN STATIONARY USE, INIT",10
W30.89XA,"CONTACT WITH OTH AGRICULTURAL MACHINERY, INIT ENCNTR",82
W30.89XD,"CONTACT WITH OTH AGRICULTURAL MACHINERY, SUBS ENCNTR",3
W30.9XXA,"CONTACT WITH UNSPECIFIED AGRICULTURAL MACHINERY, INIT ENCNTR",31
W31.0XXA,"CONTACT W MINING AND EARTH-DRILLING MACHINERY, INIT ENCNTR",91
W31.1XXA,"CONTACT WITH METALWORKING MACHINES, INITIAL ENCOUNTER",674
W31.1XXD,"CONTACT WITH METALWORKING MACHINES, SUBSEQUENT ENCOUNTER",11
W31.2XXA,"CONTACT W POWERED WOODWORKING AND FORMING MACHINES, INIT",3453
W31.2XXD,"CONTACT W POWERED WOODWORKING AND FORMING MACHINES, SUBS",127
W31.3XXA,"CONTACT WITH PRIME MOVERS, INITIAL ENCOUNTER",23
W31.81XA,"CONTACT WITH RECREATIONAL MACHINERY, INITIAL ENCOUNTER",78
W31.81XD,"CONTACT WITH RECREATIONAL MACHINERY, SUBSEQUENT ENCOUNTER",2
W31.82XA,"CONTACT WITH OTHER COMMERCIAL MACHINERY, INITIAL ENCOUNTER",534
W31.82XD,"CONTACT WITH OTHER COMMERCIAL MACHINERY, SUBS ENCNTR",17
W31.83XA,"CONTACT W SPECIAL CONSTRUCT VEHICLE IN STATIONARY USE, INIT",26
W31.89XA,"CONTACT WITH OTHER SPECIFIED MACHINERY, INITIAL ENCOUNTER",3206
W31.89XD,"CONTACT WITH OTHER SPECIFIED MACHINERY, SUBSEQUENT ENCOUNTER",78
W31.89XS,"CONTACT WITH OTHER SPECIFIED MACHINERY, SEQUELA",2
W31.9XXA,"CONTACT WITH UNSPECIFIED MACHINERY, INITIAL ENCOUNTER",866
W31.9XXD,"CONTACT WITH UNSPECIFIED MACHINERY, SUBSEQUENT ENCOUNTER",30
W31.9XXS,"CONTACT WITH UNSPECIFIED MACHINERY, SEQUELA",1
W32.0XXA,"ACCIDENTAL HANDGUN DISCHARGE, INITIAL ENCOUNTER",159
W32.0XXD,"ACCIDENTAL HANDGUN DISCHARGE, SUBSEQUENT ENCOUNTER",9
W32.1XXA,"ACCIDENTAL HANDGUN MALFUNCTION, INITIAL ENCOUNTER",8
W33.00XD,"ACCIDENTAL DISCHARGE OF UNSP LARGER FIREARM, SUBS ENCNTR",1
W33.01XA,"ACCIDENTAL DISCHARGE OF SHOTGUN, INITIAL ENCOUNTER",54
W33.01XD,"ACCIDENTAL DISCHARGE OF SHOTGUN, SUBSEQUENT ENCOUNTER",9
W33.01XS,"ACCIDENTAL DISCHARGE OF SHOTGUN, SEQUELA",2
W33.02XA,"ACCIDENTAL DISCHARGE OF HUNTING RIFLE, INITIAL ENCOUNTER",7
W33.02XD,"ACCIDENTAL DISCHARGE OF HUNTING RIFLE, SUBSEQUENT ENCOUNTER",1
W33.09XA,"ACCIDENTAL DISCHARGE OF OTHER LARGER FIREARM, INIT ENCNTR",1
W33.11XA,"ACCIDENTAL MALFUNCTION OF SHOTGUN, INITIAL ENCOUNTER",2
W33.11XD,"ACCIDENTAL MALFUNCTION OF SHOTGUN, SUBSEQUENT ENCOUNTER",1
W33.12XA,"ACCIDENTAL MALFUNCTION OF HUNTING RIFLE, INITIAL ENCOUNTER",4
W33.19XA,"ACCIDENTAL MALFUNCTION OF OTHER LARGER FIREARM, INIT ENCNTR",3
W34.00XA,"ACCIDENTAL DISCHARGE FROM UNSP FIREARMS OR GUN, INIT ENCNTR",2418
W34.00XD,"ACCIDENTAL DISCHARGE FROM UNSP FIREARMS OR GUN, SUBS ENCNTR",594
W34.00XS,"ACCIDENTAL DISCHARGE FROM UNSP FIREARMS OR GUN, SEQUELA",283
W34.010A,"ACCIDENTAL DISCHARGE OF AIRGUN, INITIAL ENCOUNTER",564
W34.010D,"ACCIDENTAL DISCHARGE OF AIRGUN, SUBSEQUENT ENCOUNTER",10
W34.010S,"ACCIDENTAL DISCHARGE OF AIRGUN, SEQUELA",5
W34.011A,"ACCIDENTAL DISCHARGE OF PAINTBALL GUN, INITIAL ENCOUNTER",33
W34.018A,"ACCIDENTAL DISCHARGE OF GAS, AIR OR SPRNG-OP GUN, INIT",9
W34.09XA,"ACCIDENTAL DISCHARGE FROM OTH FIREARMS, INIT ENCNTR",331
W34.09XD,"ACCIDENTAL DISCHARGE FROM OTH FIREARMS, SUBS ENCNTR",28
W34.09XS,"ACCIDENTAL DISCHARGE FROM OTHER SPECIFIED FIREARMS, SEQUELA",6
W34.10XA,"ACCIDENTAL MALFUNCTION FROM UNSP FIREARMS OR GUN, INIT",8
W34.110A,"ACCIDENTAL MALFUNCTION OF AIRGUN, INITIAL ENCOUNTER",11
W34.19XA,"ACCIDENTAL MALFUNCTION FROM OTH FIREARMS, INIT ENCNTR",13
W35.XXXA,"EXPLOSION AND RUPTURE OF BOILER, INITIAL ENCOUNTER",6
W36.1XXA,"EXPLOSION AND RUPTURE OF AEROSOL CAN, INITIAL ENCOUNTER",23
W36.1XXD,"EXPLOSION AND RUPTURE OF AEROSOL CAN, SUBSEQUENT ENCOUNTER",1
W36.2XXA,"EXPLOSION AND RUPTURE OF AIR TANK, INITIAL ENCOUNTER",5
W36.3XXA,"EXPLOSION AND RUPTURE OF PRESSURIZED-GAS TANK, INIT ENCNTR",34
W36.8XXA,"EXPLOSION AND RUPTURE OF OTHER GAS CYLINDER, INIT ENCNTR",25
W36.9XXA,"EXPLOSION AND RUPTURE OF UNSP GAS CYLINDER, INIT ENCNTR",8
W37.0XXA,"EXPLOSION OF BICYCLE TIRE, INITIAL ENCOUNTER",9
W37.8XXA,"EXPLOSN AND RUPTURE OF PRESSURIZED TIRE, PIPE OR HOSE, INIT",67
W37.8XXS,"EXPLOSN AND RUPT OF PRESSURIZED TIRE, PIPE OR HOSE, SEQUELA",1
W38.XXXA,"EXPLOSION AND RUPTURE OF OTH PRESSURIZED DEVICES, INIT",51
W39.XXXA,"DISCHARGE OF FIREWORK, INITIAL ENCOUNTER",732
W39.XXXD,"DISCHARGE OF FIREWORK, SUBSEQUENT ENCOUNTER",29
W39.XXXS,"DISCHARGE OF FIREWORK, SEQUELA",1
W40.0XXA,"EXPLOSION OF BLASTING MATERIAL, INITIAL ENCOUNTER",9
W40.0XXD,"EXPLOSION OF BLASTING MATERIAL, SUBSEQUENT ENCOUNTER",1
W40.1XXA,"EXPLOSION OF EXPLOSIVE GASES, INITIAL ENCOUNTER",189
W40.1XXD,"EXPLOSION OF EXPLOSIVE GASES, SUBSEQUENT ENCOUNTER",8
W40.1XXS,"EXPLOSION OF EXPLOSIVE GASES, SEQUELA",1
W40.8XXA,"EXPLOSION OF OTH EXPLOSIVE MATERIALS, INIT ENCNTR",208
W40.8XXD,"EXPLOSION OF OTH EXPLOSIVE MATERIALS, SUBS ENCNTR",5
W40.8XXS,"EXPLOSION OF OTHER SPECIFIED EXPLOSIVE MATERIALS, SEQUELA",1
W40.9XXA,"EXPLOSION OF UNSPECIFIED EXPLOSIVE MATERIALS, INIT ENCNTR",86
W40.9XXD,"EXPLOSION OF UNSPECIFIED EXPLOSIVE MATERIALS, SUBS ENCNTR",4
W40.9XXS,"EXPLOSION OF UNSPECIFIED EXPLOSIVE MATERIALS, SEQUELA",2
W42.0XXA,"EXPOSURE TO SUPERSONIC WAVES, INITIAL ENCOUNTER",2
W42.9XXA,"EXPOSURE TO OTHER NOISE, INITIAL ENCOUNTER",17
W44.8XXA,"OTHER FOREIGN BODY ENTERING VIA NATURAL ORIFICE, INIT",2758
W44.8XXD,"OTHER FOREIGN BODY ENTERING VIA NATURAL ORIFICE, SUBS",15
W44.9XXA,"UNSPECIFIED FOREIGN BODY ENTERING VIA NATURAL ORIFICE, INIT",1117
W44.9XXD,"UNSPECIFIED FOREIGN BODY ENTERING VIA NATURAL ORIFICE, SUBS",7
W44.9XXS,"UNSPECIFIED FB ENTERING VIA NATURAL ORIFICE, SEQUELA",1
W44.A0XA,"BATTERY UNSPECIFIED, ENTERING VIA NATURAL ORIFICE, INIT",28
W44.A0XD,"BATTERY UNSPECIFIED, ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.A1XA,"BUTTON BATTERY ENTERING VIA NATURAL ORIFICE, INIT",65
W44.A1XD,"BUTTON BATTERY ENTERING VIA NATURAL ORIFICE, SUBS",2
W44.A9XA,"OTHER BATTERIES ENTERING VIA NATURAL ORIFICE, INIT",28
W44.A9XD,"OTHER BATTERIES ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.B0XA,"PLASTIC OBJECT UNSP, ENTERING VIA NATURAL ORIFICE, INIT",57
W44.B1XA,"PLASTIC BEAD ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",108
W44.B1XD,"PLASTIC BEAD ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.B2XA,"PLASTIC COIN ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",3
W44.B3XA,"PLASTIC TOY AND TOY PART ENTERING VIA NATURAL ORIFICE, INIT",165
W44.B4XA,"PLASTIC JEWELRY ENTERING VIA NATURAL ORIFICE, INIT",22
W44.B5XA,"PLASTIC BOTTLE ENTERING VIA NATURAL ORIFICE, INIT",4
W44.B9XA,"OTHER PLASTIC OBJECT ENTERING VIA NATURAL ORIFICE, INIT",142
W44.B9XD,"OTHER PLASTIC OBJECT ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.C0XA,"GLASS UNSPECIFIED, ENTERING VIA NATURAL ORIFICE, INIT",38
W44.C1XA,"SHARP GLASS ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",24
W44.C2XA,"INTACT GLASS ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",5
W44.D0XA,"MAGNET METAL OBJECT UNSP, ENTERING VIA NATURAL ORIFICE, INIT",74
W44.D0XD,"MAGNET METAL OBJECT UNSP, ENTERING VIA NATURAL ORIFICE, SUBS",4
W44.D1XA,"MAGNETIC METAL BEAD ENTERING VIA NATURAL ORIFICE, INIT",11
W44.D2XA,"MAGNETIC METAL COIN ENTERING VIA NATURAL ORIFICE, INIT",53
W44.D2XD,"MAGNETIC METAL COIN ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.D3XA,"MAGNETIC METAL TOY ENTERING VIA NATURAL ORIFICE, INIT",7
W44.D4XA,"MAGNETIC METAL JEWELRY ENTERING VIA NATURAL ORIFICE, INIT",18
W44.D4XD,"MAGNETIC METAL JEWELRY ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.D9XA,"OTHER MAGNET METAL OBJECTS ENTERING VIA NATRL ORIFICE, INIT",81
W44.E0XA,"NON-MAGNETIC METAL OBJ UNSP, ENTERING VIA NATRL ORFC, INIT",89
W44.E0XD,"NON-MAGNETIC METAL OBJ UNSP, ENTERING VIA NATRL ORFC, SUBS",1
W44.E1XA,"NON-MAGNETIC METAL BEAD ENTERING VIA NATURAL ORIFICE, INIT",15
W44.E2XA,"NON-MAGNETIC METAL COIN ENTERING VIA NATURAL ORIFICE, INIT",101
W44.E2XD,"NON-MAGNETIC METAL COIN ENTERING VIA NATURAL ORIFICE, SUBS",1
W44.E3XA,"NON-MAGNETIC METAL TOY ENTERING VIA NATURAL ORIFICE, INIT",13
W44.E4XA,"NON-MAGNETIC METAL JEWELRY ENTERING VIA NATRL ORIFICE, INIT",68
W44.E9XA,"OTHER NON-MAGNETIC METAL OBJ ENTERING VIA NATRL ORFC, INIT",144
W44.F0XA,"OBJ NATRL OR ORGIC MAT UNSP, ENTERING VIA NATRL ORFC, INIT",37
W44.F1XA,"BEZOAR ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",1
W44.F2XA,"RUBBER BAND ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",14
W44.F3XA,"FOOD ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",1233
W44.F3XD,"FOOD ENTERING VIA NATURAL ORIFICE, SUBSEQUENT ENCOUNTER",3
W44.F3XS,"FOOD ENTERING INTO OR THROUGH A NATURAL ORIFICE, SEQUELA",1
W44.F4XA,"INSECT ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",312
W44.F9XA,"OTH OBJ OF NATRL OR ORGIC MAT, ENTERING VIA NATRL ORFC, INIT",191
W44.F9XD,"OTH OBJ OF NATRL OR ORGIC MAT, ENTERING VIA NATRL ORFC, SUBS",1
W44.G0XA,"OTHER NON-ORGANIC OBJ UNSP, ENTERING VIA NATRL ORIFICE, INIT",16
W44.G1XA,"AUDIO DEVICE ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",150
W44.G2XA,"COMBIN METAL AND PLASTIC TOY ENTERING VIA NATRL ORFC, INIT",7
W44.G3XA,"COMBIN METAL & PLASTIC JEWELRY ENTERING VIA NATRL ORFC, INIT",9
W44.G9XA,"OTHER NON-ORGANIC OBJECTS ENTERING VIA NATURAL ORIFICE, INIT",76
W44.H0XA,"OTHER SHARP OBJECT UNSP, ENTERING VIA NATURAL ORIFICE, INIT",51
W44.H1XA,"NEEDLE ENTERING VIA NATURAL ORIFICE, INITIAL ENCOUNTER",9
W44.H1XD,"NEEDLE ENTERING VIA NATURAL ORIFICE, SUBSEQUENT ENCOUNTER",2
W44.H2XA,"KNIFE, SWORD OR DAGGER ENTERING VIA NATURAL ORIFICE, INIT",2
W45.0XXA,"NAIL ENTERING THROUGH SKIN, INITIAL ENCOUNTER",5236
W45.0XXD,"NAIL ENTERING THROUGH SKIN, SUBSEQUENT ENCOUNTER",77
W45.0XXS,"NAIL ENTERING THROUGH SKIN, SEQUELA",7
W45.8XXA,"OTH FOREIGN BODY OR OBJECT ENTERING THROUGH SKIN, INIT",22169
W45.8XXD,"OTH FOREIGN BODY OR OBJECT ENTERING THROUGH SKIN, SUBS",1318
W45.8XXS,"OTHER FOREIGN BODY OR OBJECT ENTERING THROUGH SKIN, SEQUELA",35
W46.0XXA,"CONTACT WITH HYPODERMIC NEEDLE, INITIAL ENCOUNTER",3608
W46.0XXD,"CONTACT WITH HYPODERMIC NEEDLE, SUBSEQUENT ENCOUNTER",27
W46.0XXS,"CONTACT WITH HYPODERMIC NEEDLE, SEQUELA",3
W46.1XXA,"CONTACT WITH CONTAMINATED HYPODERMIC NEEDLE, INIT ENCNTR",2238
W46.1XXD,"CONTACT WITH CONTAMINATED HYPODERMIC NEEDLE, SUBS ENCNTR",10
W46.1XXS,"CONTACT WITH CONTAMINATED HYPODERMIC NEEDLE, SEQUELA",1
W49.01XA,"HAIR CAUSING EXTERNAL CONSTRICTION, INITIAL ENCOUNTER",401
W49.01XD,"HAIR CAUSING EXTERNAL CONSTRICTION, SUBSEQUENT ENCOUNTER",7
W49.02XA,"STRING OR THREAD CAUSING EXTERNAL CONSTRICTION, INIT ENCNTR",23
W49.03XA,"RUBBER BAND CAUSING EXTERNAL CONSTRICTION, INITIAL ENCOUNTER",26
W49.03XD,"RUBBER BAND CAUSING EXTERNAL CONSTRICTION, SUBS ENCNTR",1
W49.04XA,"RING OR OTH JEWELRY CAUSING EXTERNAL CONSTRICTION, INIT",2568
W49.04XD,"RING OR OTH JEWELRY CAUSING EXTERNAL CONSTRICTION, SUBS",3
W49.04XS,"RING OR OTHER JEWELRY CAUSING EXTERNAL CONSTRICTION, SEQUELA",3
W49.09XA,"OTH ITEM CAUSING EXTERNAL CONSTRICTION, INIT ENCNTR",236
W49.09XD,"OTH ITEM CAUSING EXTERNAL CONSTRICTION, SUBS ENCNTR",6
W49.9XXA,"EXPOSURE TO OTHER INANIMATE MECHANICAL FORCES, INIT ENCNTR",14
W49.9XXD,"EXPOSURE TO OTHER INANIMATE MECHANICAL FORCES, SUBS ENCNTR",2
W50.0XXA,"ACCIDENTAL HIT OR STRIKE BY ANOTHER PERSON, INIT ENCNTR",25126
W50.0XXD,"ACCIDENTAL HIT OR STRIKE BY ANOTHER PERSON, SUBS ENCNTR",175
W50.0XXS,"ACCIDENTAL HIT OR STRIKE BY ANOTHER PERSON, SEQUELA",9
W50.1XXA,"ACCIDENTAL KICK BY ANOTHER PERSON, INITIAL ENCOUNTER",3911
W50.1XXD,"ACCIDENTAL KICK BY ANOTHER PERSON, SUBSEQUENT ENCOUNTER",38
W50.1XXS,"ACCIDENTAL KICK BY ANOTHER PERSON, SEQUELA",3
W50.2XXA,"ACCIDENTAL TWIST BY ANOTHER PERSON, INITIAL ENCOUNTER",727
W50.2XXD,"ACCIDENTAL TWIST BY ANOTHER PERSON, SUBSEQUENT ENCOUNTER",8
W50.2XXS,"ACCIDENTAL TWIST BY ANOTHER PERSON, SEQUELA",1
W50.3XXA,"ACCIDENTAL BITE BY ANOTHER PERSON, INITIAL ENCOUNTER",1542
W50.3XXD,"ACCIDENTAL BITE BY ANOTHER PERSON, SUBSEQUENT ENCOUNTER",56
W50.3XXS,"ACCIDENTAL BITE BY ANOTHER PERSON, SEQUELA",2
W50.4XXA,"ACCIDENTAL SCRATCH BY ANOTHER PERSON, INITIAL ENCOUNTER",683
W50.4XXD,"ACCIDENTAL SCRATCH BY ANOTHER PERSON, SUBSEQUENT ENCOUNTER",7
W51.XXXA,"ACCIDENTAL STRIKE OR BUMPED INTO BY ANOTHER PERSON, INIT",17073
W51.XXXD,"ACCIDENTAL STRIKE OR BUMPED INTO BY ANOTHER PERSON, SUBS",116
W51.XXXS,"ACCIDENTAL STRIKE OR BUMPED INTO BY ANOTHER PERSON, SEQUELA",7
W52.XXXA,"CRUSHD/PUSHD/STEPD ON BY CROWD OR HUMAN STAMPEDE, INIT",491
W52.XXXD,"CRUSHD/PUSHD/STEPD ON BY CROWD OR HUMAN STAMPEDE, SUBS",10
W52.XXXS,"CRUSHD/PUSHD/STEPD ON BY CROWD OR HUMAN STAMPEDE, SEQUELA",2
W53.01XA,"BITTEN BY MOUSE, INITIAL ENCOUNTER",171
W53.01XD,"BITTEN BY MOUSE, SUBSEQUENT ENCOUNTER",6
W53.09XA,"OTHER CONTACT WITH MOUSE, INITIAL ENCOUNTER",5
W53.11XA,"BITTEN BY RAT, INITIAL ENCOUNTER",569
W53.11XD,"BITTEN BY RAT, SUBSEQUENT ENCOUNTER",47
W53.19XA,"OTHER CONTACT WITH RAT, INITIAL ENCOUNTER",13
W53.21XA,"BITTEN BY SQUIRREL, INITIAL ENCOUNTER",602
W53.21XD,"BITTEN BY SQUIRREL, SUBSEQUENT ENCOUNTER",49
W53.29XA,"OTHER CONTACT WITH SQUIRREL, INITIAL ENCOUNTER",29
W53.81XA,"BITTEN BY OTHER RODENT, INITIAL ENCOUNTER",153
W53.81XD,"BITTEN BY OTHER RODENT, SUBSEQUENT ENCOUNTER",13
W53.89XA,"OTHER CONTACT WITH OTHER RODENT, INITIAL ENCOUNTER",9
W54.0XXA,"BITTEN BY DOG, INITIAL ENCOUNTER",54682
W54.0XXD,"BITTEN BY DOG, SUBSEQUENT ENCOUNTER",4653
W54.0XXS,"BITTEN BY DOG, SEQUELA",113
W54.1XXA,"STRUCK BY DOG, INITIAL ENCOUNTER",2753
W54.1XXD,"STRUCK BY DOG, SUBSEQUENT ENCOUNTER",30
W54.1XXS,"STRUCK BY DOG, SEQUELA",1
W54.8XXA,"OTHER CONTACT WITH DOG, INITIAL ENCOUNTER",1170
W54.8XXD,"OTHER CONTACT WITH DOG, SUBSEQUENT ENCOUNTER",23
W54.8XXS,"OTHER CONTACT WITH DOG, SEQUELA",2
W55.01XA,"BITTEN BY CAT, INITIAL ENCOUNTER",10848
W55.01XD,"BITTEN BY CAT, SUBSEQUENT ENCOUNTER",957
W55.01XS,"BITTEN BY CAT, SEQUELA",44
W55.03XA,"SCRATCHED BY CAT, INITIAL ENCOUNTER",3791
W55.03XD,"SCRATCHED BY CAT, SUBSEQUENT ENCOUNTER",124
W55.03XS,"SCRATCHED BY CAT, SEQUELA",5
W55.09XA,"OTHER CONTACT WITH CAT, INITIAL ENCOUNTER",132
W55.09XD,"OTHER CONTACT WITH CAT, SUBSEQUENT ENCOUNTER",8
W55.11XA,"BITTEN BY HORSE, INITIAL ENCOUNTER",129
W55.11XD,"BITTEN BY HORSE, SUBSEQUENT ENCOUNTER",10
W55.12XA,"STRUCK BY HORSE, INITIAL ENCOUNTER",1149
W55.12XD,"STRUCK BY HORSE, SUBSEQUENT ENCOUNTER",18
W55.12XS,"STRUCK BY HORSE, SEQUELA",1
W55.19XA,"OTHER CONTACT WITH HORSE, INITIAL ENCOUNTER",123
W55.19XD,"OTHER CONTACT WITH HORSE, SUBSEQUENT ENCOUNTER",2
W55.21XA,"BITTEN BY COW, INITIAL ENCOUNTER",5
W55.22XA,"STRUCK BY COW, INITIAL ENCOUNTER",297
W55.22XD,"STRUCK BY COW, SUBSEQUENT ENCOUNTER",4
W55.22XS,"STRUCK BY COW, SEQUELA",1
W55.29XA,"OTHER CONTACT WITH COW, INITIAL ENCOUNTER",27
W55.29XD,"OTHER CONTACT WITH COW, SUBSEQUENT ENCOUNTER",2
W55.31XA,"BITTEN BY OTHER HOOF STOCK, INITIAL ENCOUNTER",18
W55.31XD,"BITTEN BY OTHER HOOF STOCK, SUBSEQUENT ENCOUNTER",3
W55.32XA,"STRUCK BY OTHER HOOF STOCK, INITIAL ENCOUNTER",105
W55.32XD,"STRUCK BY OTHER HOOF STOCK, SUBSEQUENT ENCOUNTER",2
W55.32XS,"STRUCK BY OTHER HOOF STOCK, SEQUELA",1
W55.39XA,"OTHER CONTACT WITH OTHER HOOF STOCK, INITIAL ENCOUNTER",7
W55.41XA,"BITTEN BY PIG, INITIAL ENCOUNTER",67
W55.41XD,"BITTEN BY PIG, SUBSEQUENT ENCOUNTER",6
W55.42XA,"STRUCK BY PIG, INITIAL ENCOUNTER",22
W55.42XD,"STRUCK BY PIG, SUBSEQUENT ENCOUNTER",1
W55.49XA,"OTHER CONTACT WITH PIG, INITIAL ENCOUNTER",5
W55.51XA,"BITTEN BY RACCOON, INITIAL ENCOUNTER",271
W55.51XD,"BITTEN BY RACCOON, SUBSEQUENT ENCOUNTER",110
W55.51XS,"BITTEN BY RACCOON, SEQUELA",1
W55.52XA,"STRUCK BY RACCOON, INITIAL ENCOUNTER",20
W55.52XD,"STRUCK BY RACCOON, SUBSEQUENT ENCOUNTER",3
W55.59XA,"OTHER CONTACT WITH RACCOON, INITIAL ENCOUNTER",18
W55.59XD,"OTHER CONTACT WITH RACCOON, SUBSEQUENT ENCOUNTER",4
W55.81XA,"BITTEN BY OTHER MAMMALS, INITIAL ENCOUNTER",548
W55.81XD,"BITTEN BY OTHER MAMMALS, SUBSEQUENT ENCOUNTER",124
W55.81XS,"BITTEN BY OTHER MAMMALS, SEQUELA",1
W55.82XA,"STRUCK BY OTHER MAMMALS, INITIAL ENCOUNTER",80
W55.82XD,"STRUCK BY OTHER MAMMALS, SUBSEQUENT ENCOUNTER",3
W55.89XA,"OTHER CONTACT WITH OTHER MAMMALS, INITIAL ENCOUNTER",342
W55.89XD,"OTHER CONTACT WITH OTHER MAMMALS, SUBSEQUENT ENCOUNTER",9
W56.01XD,"BITTEN BY DOLPHIN, SUBSEQUENT ENCOUNTER",1
W56.11XA,"BITTEN BY SEA LION, INITIAL ENCOUNTER",7
W56.11XD,"BITTEN BY SEA LION, SUBSEQUENT ENCOUNTER",1
W56.31XA,"BITTEN BY OTHER MARINE MAMMALS, INITIAL ENCOUNTER",23
W56.31XD,"BITTEN BY OTHER MARINE MAMMALS, SUBSEQUENT ENCOUNTER",1
W56.32XA,"STRUCK BY OTHER MARINE MAMMALS, INITIAL ENCOUNTER",4
W56.41XA,"BITTEN BY SHARK, INITIAL ENCOUNTER",4
W56.51XA,"BITTEN BY OTHER FISH, INITIAL ENCOUNTER",23
W56.51XD,"BITTEN BY OTHER FISH, SUBSEQUENT ENCOUNTER",2
W56.52XA,"STRUCK BY OTHER FISH, INITIAL ENCOUNTER",21
W56.59XA,"OTHER CONTACT WITH OTHER FISH, INITIAL ENCOUNTER",38
W56.81XA,"BITTEN BY OTHER NONVENOMOUS MARINE ANIMALS, INIT ENCNTR",187
W56.81XD,"BITTEN BY OTHER NONVENOMOUS MARINE ANIMALS, SUBS ENCNTR",6
W56.81XS,"BITTEN BY OTHER NONVENOMOUS MARINE ANIMALS, SEQUELA",1
W56.82XA,"STRUCK BY OTHER NONVENOMOUS MARINE ANIMALS, INIT ENCNTR",8
W56.82XD,"STRUCK BY OTHER NONVENOMOUS MARINE ANIMALS, SUBS ENCNTR",1
W56.89XA,"OTH CONTACT WITH OTH NONVENOMOUS MARINE ANIMALS, INIT ENCNTR",96
W56.89XD,"OTH CONTACT WITH OTH NONVENOMOUS MARINE ANIMALS, SUBS ENCNTR",1
W57.XXXA,"BIT/STUNG BY NONVENOM INSECT & OTH NONVENOM ARTHROPODS, INIT",33264
W57.XXXD,"BIT/STUNG BY NONVENOM INSECT & OTH NONVENOM ARTHROPODS, SUBS",295
W57.XXXS,"BIT/STUNG BY NONVENOM INSECT & OTH NONVENOM ARTHROPODS, SQLA",49
W58.01XA,"BITTEN BY ALLIGATOR, INITIAL ENCOUNTER",1
W58.11XA,"BITTEN BY CROCODILE, INITIAL ENCOUNTER",1
W59.01XA,"BITTEN BY NONVENOMOUS LIZARDS, INITIAL ENCOUNTER",35
W59.02XA,"STRUCK BY NONVENOMOUS LIZARDS, INITIAL ENCOUNTER",1
W59.09XA,"OTHER CONTACT WITH NONVENOMOUS LIZARDS, INITIAL ENCOUNTER",1
W59.11XA,"BITTEN BY NONVENOMOUS SNAKE, INITIAL ENCOUNTER",110
W59.11XD,"BITTEN BY NONVENOMOUS SNAKE, SUBSEQUENT ENCOUNTER",4
W59.19XA,"OTHER CONTACT WITH NONVENOMOUS SNAKE, INITIAL ENCOUNTER",2
W59.21XA,"BITTEN BY TURTLE, INITIAL ENCOUNTER",24
W59.22XA,"STRUCK BY TURTLE, INITIAL ENCOUNTER",1
W59.81XA,"BITTEN BY OTHER NONVENOMOUS REPTILES, INITIAL ENCOUNTER",12
W60.XXXA,"CNTCT W NONVENOM PLANT THORNS & SPINES & SHARP LEAVES, INIT",1014
W60.XXXD,"CNTCT W NONVENOM PLANT THORNS & SPINES & SHARP LEAVES, SUBS",18
W60.XXXS,"CNTCT W NONVENOM PLANT THORNS & SPINES & SHARP LEAVES, SQLA",4
W61.01XA,"BITTEN BY PARROT, INITIAL ENCOUNTER",53
W61.02XA,"STRUCK BY PARROT, INITIAL ENCOUNTER",3
W61.09XA,"OTHER CONTACT WITH PARROT, INITIAL ENCOUNTER",1
W61.11XA,"BITTEN BY MACAW, INITIAL ENCOUNTER",8
W61.32XA,"STRUCK BY CHICKEN, INITIAL ENCOUNTER",41
W61.32XD,"STRUCK BY CHICKEN, SUBSEQUENT ENCOUNTER",1
W61.32XS,"STRUCK BY CHICKEN, SEQUELA",1
W61.33XA,"PECKED BY CHICKEN, INITIAL ENCOUNTER",40
W61.39XA,"OTHER CONTACT WITH CHICKEN, INITIAL ENCOUNTER",5
W61.42XA,"STRUCK BY TURKEY, INITIAL ENCOUNTER",3
W61.43XA,"PECKED BY TURKEY, INITIAL ENCOUNTER",3
W61.49XA,"OTHER CONTACT WITH TURKEY, INITIAL ENCOUNTER",1
W61.52XA,"STRUCK BY GOOSE, INITIAL ENCOUNTER",1
W61.61XA,"BITTEN BY DUCK, INITIAL ENCOUNTER",3
W61.62XA,"STRUCK BY DUCK, INITIAL ENCOUNTER",3
W61.91XA,"BITTEN BY OTHER BIRDS, INITIAL ENCOUNTER",45
W61.91XD,"BITTEN BY OTHER BIRDS, SUBSEQUENT ENCOUNTER",2
W61.92XA,"STRUCK BY OTHER BIRDS, INITIAL ENCOUNTER",19
